id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
20694,61,Wiraswasta,107438,7th-8th,4,Menikah,Supir,Laki2,0.0,23114000.0,40.0,<=7jt
20695,23,Wiraswasta,132300,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
20696,17,Wiraswasta,265657,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,25.0,<=7jt
20697,38,?,203482,7th-8th,4,Menikah,?,Laki2,0.0,0.0,45.0,<=7jt
20698,60,Wiraswasta,40856,SMA,9,Menikah LDR,Perbaikan Kerajinan,Laki2,0.0,24374000.0,40.0,<=7jt
20699,27,Wiraswasta,188909,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
20700,29,Wiraswasta,100405,10th,6,Menikah,Petani,Perempuan,0.0,0.0,40.0,<=7jt
20701,46,Wiraswasta,149640,7th-8th,4,Menikah LDR,Supir,Laki2,0.0,0.0,45.0,<=7jt
20702,54,Pekerja Bebas Bukan Perusahan,28186,Sarjana,13,Cerai,Petani,Laki2,389592000.0,0.0,50.0,>7jt
20703,58,Wiraswasta,131608,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,55.0,>7jt
20704,28,Wiraswasta,196690,D4,11,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,23366000.0,42.0,<=7jt
20705,44,Wiraswasta,89172,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
20706,40,Wiraswasta,198096,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,>7jt
20707,20,Wiraswasta,112854,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,32.0,<=7jt
20708,17,Wiraswasta,112291,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,12.0,<=7jt
20709,44,Pemerintah Lokal,144778,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
20710,37,Wiraswasta,200153,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20711,20,?,189203,D3,12,Belum Pernah Menikah,?,Laki2,0.0,0.0,20.0,<=7jt
20712,59,Wiraswasta,35411,SMA,9,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
20713,63,Wiraswasta,175777,10th,6,Berpisah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
20714,27,Pemerintah Lokal,191202,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,45.0,<=7jt
20715,37,Pekerja Bebas Perusahaan,152414,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
20716,26,Wiraswasta,130620,D3,12,Menikah LDR,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,<=7jt
20717,32,Wiraswasta,100135,Sarjana,13,Berpisah,Spesialis,Perempuan,0.0,0.0,32.0,<=7jt
20718,24,Wiraswasta,165054,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20719,61,Pekerja Bebas Bukan Perusahan,96073,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,50.0,>7jt
20720,41,Pemerintah Lokal,384236,D4,11,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
20721,33,Wiraswasta,160261,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,10.0,<=7jt
20722,55,Wiraswasta,194436,9th,5,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
20723,54,Pekerja Bebas Bukan Perusahan,139023,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
20724,40,Wiraswasta,69333,Sarjana,13,Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
20725,25,Wiraswasta,86646,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,68110000.0,0.0,48.0,<=7jt
20726,51,Wiraswasta,59590,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
20727,31,Pemerintah Lokal,150324,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20728,47,Pekerja Bebas Bukan Perusahan,97883,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,48.0,<=7jt
20729,21,Wiraswasta,303187,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
20730,45,Wiraswasta,149169,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
20731,51,Wiraswasta,277471,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
20732,46,Wiraswasta,294907,5th-6th,3,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
20733,51,Wiraswasta,74784,Sarjana,13,Cerai,Sales,Perempuan,0.0,0.0,60.0,<=7jt
20734,21,Wiraswasta,234108,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
20735,41,Pekerja Bebas Bukan Perusahan,36651,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,>7jt
20736,24,Wiraswasta,267181,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,<=7jt
20737,34,Wiraswasta,218164,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,44.0,<=7jt
20738,35,Wiraswasta,135162,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
20739,40,Wiraswasta,168071,D4,11,Cerai,Tech-support,Laki2,46550000.0,0.0,40.0,<=7jt
20740,60,Wiraswasta,101096,Doktor,16,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,65.0,>7jt
20741,38,Wiraswasta,65738,D4,11,Cerai,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
20742,27,Wiraswasta,132805,10th,6,Belum Pernah Menikah,Sales,Laki2,0.0,27720000.0,40.0,<=7jt
20743,34,Pekerja Bebas Perusahaan,198613,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,28028000.0,40.0,<=7jt
20744,65,Pekerja Bebas Bukan Perusahan,336848,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
20745,35,Wiraswasta,340260,SMA,9,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,48.0,<=7jt
20746,55,Pemerintah Lokal,212448,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20747,24,Wiraswasta,170800,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,37.0,<=7jt
20748,29,Wiraswasta,112403,5th-6th,3,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
20749,39,Wiraswasta,341672,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
20750,66,Wiraswasta,180211,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,<=7jt
20751,21,Wiraswasta,35424,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,25.0,<=7jt
20752,28,Wiraswasta,149652,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
20753,19,Wiraswasta,109005,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
20754,56,Wiraswasta,198388,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20755,42,Pemerintah Negara,184105,D4,11,Menikah,Servis Lainnya,Laki2,0.0,0.0,45.0,>7jt
20756,50,Wiraswasta,24013,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,84.0,>7jt
20757,30,Wiraswasta,272669,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
20758,27,Wiraswasta,329426,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,37.0,<=7jt
20759,40,Wiraswasta,225978,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
20760,26,Pekerja Bebas Bukan Perusahan,389856,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,60.0,<=7jt
20761,29,Wiraswasta,209301,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20762,57,Wiraswasta,342906,9th,5,Menikah,Sales,Laki2,0.0,0.0,55.0,>7jt
20763,41,Wiraswasta,188307,SMA,9,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,<=7jt
20764,27,?,501172,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,5866000.0,20.0,<=7jt
20765,19,Pemerintah Negara,194260,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,15.0,<=7jt
20766,47,Wiraswasta,203505,Doktor,16,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,23.0,<=7jt
20767,24,Wiraswasta,181820,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,45.0,<=7jt
20768,55,Wiraswasta,181974,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20769,17,Wiraswasta,169155,12th,8,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,<=7jt
20770,47,Pekerja Bebas Perusahaan,54260,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
20771,32,?,134886,SMA,9,Menikah,?,Perempuan,0.0,0.0,2.0,>7jt
20772,33,Wiraswasta,267859,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
20773,44,Pekerja Bebas Perusahaan,69333,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
20774,27,Wiraswasta,159109,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,42.0,<=7jt
20775,24,Wiraswasta,207940,SMA,9,Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
20776,45,Wiraswasta,176341,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,32.0,<=7jt
20777,51,Pemerintah Lokal,194970,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
20778,37,Wiraswasta,333651,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,42.0,<=7jt
20779,41,Wiraswasta,180572,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,50.0,>7jt
20780,49,Wiraswasta,52184,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
20781,77,Wiraswasta,213136,Doktor,16,Janda,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
20782,39,Pemerintah Provinsi,189632,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,>7jt
20783,24,Wiraswasta,95552,SMA,9,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
20784,32,Wiraswasta,113838,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
20785,41,Pekerja Bebas Bukan Perusahan,239061,Master,14,Janda,Spesialis,Perempuan,0.0,0.0,20.0,<=7jt
20786,33,Pemerintah Negara,121245,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
20787,28,Wiraswasta,360224,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,<=7jt
20788,18,Wiraswasta,187770,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,30.0,<=7jt
20789,39,Wiraswasta,51100,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,>7jt
20790,51,Wiraswasta,159755,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,20.0,<=7jt
20791,68,Pemerintah Lokal,212932,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,20.0,<=7jt
20792,57,Wiraswasta,104724,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,>7jt
20793,55,Pemerintah Negara,153451,SMA,9,Menikah,Tech-support,Perempuan,0.0,26418000.0,40.0,>7jt
20794,39,Pekerja Bebas Bukan Perusahan,93319,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,4.0,<=7jt
20795,42,Pekerja Bebas Bukan Perusahan,238188,SMA,9,Menikah,Supir,Laki2,0.0,0.0,96.0,<=7jt
20796,29,Wiraswasta,168470,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
20797,39,Wiraswasta,82726,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
20798,26,Wiraswasta,120238,Sarjana,13,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,46550000.0,0.0,40.0,<=7jt
20799,18,Wiraswasta,56613,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,20.0,<=7jt
20800,37,Wiraswasta,167396,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
20801,54,Wiraswasta,257337,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
20802,28,Wiraswasta,692831,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,48.0,<=7jt
20803,58,Wiraswasta,162970,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,27678000.0,60.0,>7jt
20804,69,Pekerja Bebas Bukan Perusahan,505365,Pendidikan Tinggi,10,Menikah,Sales,Laki2,91196000.0,0.0,45.0,>7jt
20805,23,Wiraswasta,256755,Sarjana,13,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
20806,49,Pekerja Bebas Bukan Perusahan,43479,Doktor,16,Cerai,Spesialis,Laki2,0.0,0.0,63.0,>7jt
20807,35,Wiraswasta,161496,Pendidikan Tinggi,10,Cerai,Sales,Laki2,0.0,0.0,50.0,<=7jt
20808,50,Wiraswasta,139464,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,36.0,<=7jt
20809,50,Pemerintah Negara,307392,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
20810,44,Wiraswasta,105936,D3,12,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20811,59,Wiraswasta,264357,10th,6,Menikah,Supir,Laki2,0.0,0.0,50.0,<=7jt
20812,23,Wiraswasta,197613,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20813,56,Wiraswasta,129836,SMA,9,Menikah,Servis Lainnya,Perempuan,0.0,0.0,10.0,<=7jt
20814,37,Wiraswasta,220585,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
20815,37,Wiraswasta,34378,1st-4th,2,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
20816,79,Pemerintah Lokal,84616,11th,7,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,7.0,<=7jt
20817,31,?,170513,SMA,9,Cerai,?,Perempuan,0.0,0.0,99.0,<=7jt
20818,22,Wiraswasta,189203,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,50.0,<=7jt
20819,19,Wiraswasta,219671,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,20.0,<=7jt
20820,38,Wiraswasta,227615,1st-4th,2,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
20821,25,Wiraswasta,431861,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
20822,55,Wiraswasta,144071,11th,7,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,<=7jt
20823,26,Wiraswasta,186168,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
20824,78,?,83511,7th-8th,4,Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
20825,33,Pemerintah Lokal,557359,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
20826,28,Wiraswasta,109165,SMA,9,Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
20827,32,Wiraswasta,198813,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,60.0,<=7jt
20828,27,Wiraswasta,204984,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,22106000.0,40.0,<=7jt
20829,40,Pekerja Bebas Perusahaan,191429,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000.0,0.0,40.0,>7jt
20830,49,Wiraswasta,121253,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,21896000.0,40.0,>7jt
20831,48,Wiraswasta,44907,Sarjana,13,Cerai,Tech-support,Perempuan,0.0,0.0,45.0,<=7jt
20832,40,Wiraswasta,29927,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,45.0,<=7jt
20833,51,Wiraswasta,102904,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,43.0,<=7jt
20834,35,Wiraswasta,245090,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20835,21,Pemerintah Negara,196827,D3,12,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,10.0,<=7jt
20836,19,?,138153,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
20837,29,Wiraswasta,78261,SMA,9,Berpisah,Penjaga,Laki2,0.0,0.0,55.0,<=7jt
20838,35,Pekerja Bebas Bukan Perusahan,188563,SMA,9,Cerai,Petani,Laki2,0.0,0.0,50.0,<=7jt
20839,50,Pekerja Bebas Perusahaan,207246,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,75.0,<=7jt
20840,30,Wiraswasta,122042,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
20841,51,Pekerja Bebas Perusahaan,183173,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,70.0,>7jt
20842,23,Wiraswasta,115458,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
20843,56,Pemerintah Provinsi,61885,Sarjana,13,Belum Pernah Menikah,Supir,Laki2,0.0,28014000.0,65.0,<=7jt
20844,43,Wiraswasta,95634,Sarjana,13,Menikah,Servis Lainnya,Perempuan,0.0,0.0,45.0,<=7jt
20845,24,Wiraswasta,228424,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
20846,39,Wiraswasta,22463,Sarjana,13,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
20847,22,Wiraswasta,190457,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,35.0,<=7jt
20848,28,Wiraswasta,130856,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,36.0,<=7jt
20849,52,Pemerintah Lokal,72036,D4,11,Menikah,Pemuka Agama,Laki2,0.0,0.0,25.0,<=7jt
20850,25,Wiraswasta,330850,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,70.0,<=7jt
20851,49,?,481987,SMA,9,Menikah,?,Laki2,0.0,0.0,60.0,<=7jt
20852,65,Wiraswasta,399296,5th-6th,3,Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
20853,17,Wiraswasta,34465,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,32.0,<=7jt
20854,18,?,256304,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,30.0,<=7jt
20855,35,Wiraswasta,239415,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,42.0,<=7jt
20856,20,Wiraswasta,117789,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,10.0,<=7jt
20857,64,Pekerja Bebas Bukan Perusahan,31826,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
20858,21,Wiraswasta,209483,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,47.0,<=7jt
20859,42,Wiraswasta,135056,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20860,38,Wiraswasta,135416,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
20861,21,Wiraswasta,262634,7th-8th,4,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,36.0,<=7jt
20862,57,Wiraswasta,300908,D3,12,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,75.0,<=7jt
20863,22,Wiraswasta,493034,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
20864,34,Wiraswasta,314375,D4,11,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20865,21,Wiraswasta,80680,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,64.0,<=7jt
20866,51,Wiraswasta,27539,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
20867,29,Pemerintah Provinsi,142712,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,>7jt
20868,25,Wiraswasta,339324,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
20869,28,Wiraswasta,301010,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
20870,32,Wiraswasta,123964,Pendidikan Tinggi,10,Menikah,Sales,Laki2,61404000.0,0.0,50.0,<=7jt
20871,31,Wiraswasta,382583,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
20872,20,?,150084,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,25.0,<=7jt
20873,42,Wiraswasta,166740,Sarjana,13,Menikah,Sales,Laki2,0.0,26418000.0,50.0,>7jt
20874,34,Pemerintah Lokal,104509,Master,14,Berpisah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
20875,41,Wiraswasta,182370,D3,12,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20876,43,Wiraswasta,197397,Pendidikan Tinggi,10,Menikah,Spesialis,Perempuan,0.0,0.0,6.0,<=7jt
20877,46,Pekerja Bebas Bukan Perusahan,149337,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,55.0,<=7jt
20878,30,Wiraswasta,143766,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
20879,39,Wiraswasta,43712,SMA,9,Menikah,Ekesekutif Managerial,Laki2,102172000.0,0.0,40.0,>7jt
20880,30,Pemerintah Negara,70617,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,10.0,<=7jt
20881,47,Pemerintah Lokal,148576,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,35.0,<=7jt
20882,42,Wiraswasta,180019,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,65.0,<=7jt
20883,25,Wiraswasta,102476,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,50.0,<=7jt
20884,58,Wiraswasta,172238,SMA,9,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,<=7jt
20885,54,Wiraswasta,349340,SD,1,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20886,38,Wiraswasta,180288,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,27678000.0,60.0,>7jt
20887,47,Pekerja Bebas Bukan Perusahan,171968,Sarjana,13,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,<=7jt
20888,53,Pemerintah Lokal,181755,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,35.0,>7jt
20889,56,Pemerintah Lokal,370045,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
20890,24,Wiraswasta,153542,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,35.0,<=7jt
20891,38,Wiraswasta,29874,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20892,21,Wiraswasta,236696,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,57.0,<=7jt
20893,38,Wiraswasta,187847,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
20894,37,Wiraswasta,147638,Sarjana,13,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,36.0,<=7jt
20895,40,Wiraswasta,116103,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Laki2,69076000.0,0.0,47.0,>7jt
20896,45,Pemerintah Negara,67544,Master,14,Cerai,Penjaga,Laki2,0.0,0.0,50.0,<=7jt
20897,35,Wiraswasta,241306,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,45.0,<=7jt
20898,18,Wiraswasta,126071,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20899,50,Pekerja Bebas Perusahaan,219420,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,>7jt
20900,45,Wiraswasta,275517,SMA,9,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,<=7jt
20901,22,Wiraswasta,289448,D3,12,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,30870000.0,30.0,<=7jt
20902,38,Wiraswasta,292307,Sarjana,13,Menikah LDR,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20903,64,Wiraswasta,126233,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,20.0,<=7jt
20904,27,Wiraswasta,277760,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
20905,22,Wiraswasta,135716,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
20906,19,Wiraswasta,283945,10th,6,Belum Pernah Menikah,Pembersih,Laki2,0.0,22428000.0,45.0,<=7jt
20907,52,Pemerintah Lokal,346668,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
20908,37,Wiraswasta,177181,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
20909,64,?,200017,SMA,9,Janda,?,Perempuan,0.0,0.0,20.0,<=7jt
20910,17,Wiraswasta,67444,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,20.0,<=7jt
20911,37,Wiraswasta,433491,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
